1;1.8;-40;210;-2;90;0;0
2;1.8;-40;120;-2;90;0;0
3;1.8;-40;30;-2;90;0;0
4;1.8;-40;-60;-2;90;0;0
5;1.8;-40;-150;-2;90;0;0
6;1.8;40;210;-2;-90;0;0
7;1.8;40;120;-2;-90;0;0
8;1.8;40;30;-2;-90;0;0
9;1.8;40;-60;-2;-90;0;0
10;1.8;40;-150;-2;-90;0;0
